Year,Award,Category,Actor,Show,Won,
2013, 19th Annual,FEMALE DRAMA SERIES,JESSICA LANGE,AMERICAN HORROR STORY: ASYLUM,False,
2013, 19th Annual,FEMALE DRAMA SERIES,MAGGIE SMITH,DOWNTON ABBEY,False,
2013, 19th Annual,FEMALE DRAMA SERIES,MICHELLE DOCKERY,DOWNTON ABBEY,False,
2013, 19th Annual,FEMALE DRAMA SERIES,CLAIRE DANES,HOMELAND,True,
2013, 19th Annual,FEMALE DRAMA SERIES,JULIANNA MARGULIES,THE GOOD WIFE,False,
2013, 19th Annual,FEMALE LEAD ROLE,HELEN MIRREN,HITCHCOCK,False,
2013, 19th Annual,FEMALE LEAD ROLE,MARION COTILLARD,RUST AND BONE,False,
2013, 19th Annual,FEMALE LEAD ROLE,JENNIFER LAWRENCE,SILVER LININGS PLAYBOOK,True,
2013, 19th Annual,FEMALE LEAD ROLE,NAOMI WATTS,THE IMPOSSIBLE,False,
2013, 19th Annual,FEMALE LEAD ROLE,JESSICA CHASTAIN,ZERO DARK THIRTY,False,
2013, 19th Annual,FEMALE SUPPORTING ROLE,ANNE HATHAWAY,LES MIS??RABLES,True,
2013, 19th Annual,FEMALE SUPPORTING ROLE,SALLY FIELD,LINCOLN,False,
2013, 19th Annual,FEMALE SUPPORTING ROLE,MAGGIE SMITH,THE BEST EXOTIC MARIGOLD HOTEL,False,
2013, 19th Annual,FEMALE SUPPORTING ROLE,NICOLE KIDMAN,THE PAPERBOY,False,
2013, 19th Annual,FEMALE SUPPORTING ROLE,HELEN HUNT,THE SESSIONS,False,
2013, 19th Annual,FEMALE TV MOVIE OR MINISERIES,JULIANNE MOORE,GAME CHANGE,True,
2013, 19th Annual,FEMALE TV MOVIE OR MINISERIES,NICOLE KIDMAN,HEMINGWAY & GELLHORN,False,
2013, 19th Annual,FEMALE TV MOVIE OR MINISERIES,SIGOURNEY WEAVER,POLITICAL ANIMALS,False,
2013, 19th Annual,FEMALE TV MOVIE OR MINISERIES,CHARLOTTE RAMPLING,RESTLESS,False,
2013, 19th Annual,FEMALE TV MOVIE OR MINISERIES,ALFRE WOODARD,STEEL MAGNOLIAS,False,
2013, 19th Annual,LIFE ACHIEVEMENT,DICK VAN DYKE,N/A,True,
2013, 19th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,True,
2013, 19th Annual,MALE COMEDY SERIES,LOUIS C.K.,LOUIE,False,
2013, 19th Annual,MALE COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY,False,
2013, 19th Annual,MALE COMEDY SERIES,TY BURRELL,MODERN FAMILY,False,
2013, 19th Annual,MALE COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False,
2013, 19th Annual,MALE DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,False,
2013, 19th Annual,MALE DRAMA SERIES,BRYAN CRANSTON,BREAKING BAD,True,
2013, 19th Annual,MALE DRAMA SERIES,DAMIAN LEWIS,HOMELAND,False,
2013, 19th Annual,MALE DRAMA SERIES,JON HAMM,MAD MEN,False,
2013, 19th Annual,MALE DRAMA SERIES,JEFF DANIELS,THE NEWSROOM,False,
2013, 19th Annual,MALE LEAD ROLE,DENZEL WASHINGTON,FLIGHT,False,
2013, 19th Annual,MALE LEAD ROLE,HUGH JACKMAN,LES MIS??RABLES,False,
2013, 19th Annual,MALE LEAD ROLE,DANIEL DAY-LEWIS,LINCOLN,True,
2013, 19th Annual,MALE LEAD ROLE,BRADLEY COOPER,SILVER LININGS PLAYBOOK,False,
2013, 19th Annual,MALE LEAD ROLE,JOHN HAWKES,THE SESSIONS,False,
2013, 19th Annual,MALE SUPPORTING ROLE,ALAN ARKIN,ARGO,False,
2013, 19th Annual,MALE SUPPORTING ROLE,TOMMY LEE JONES,LINCOLN,True,
2013, 19th Annual,MALE SUPPORTING ROLE,ROBERT DE NIRO,SILVER LININGS PLAYBOOK,False,
2013, 19th Annual,MALE SUPPORTING ROLE,JAVIER BARDEM,SKYFALL,False,
2013, 19th Annual,MALE SUPPORTING ROLE,PHILIP SEYMOUR HOFFMAN,THE MASTER,False,
2013, 19th Annual,MALE TV MOVIE OR MINISERIES,CLIVE OWEN,ERNEST HEMINGWAY,False,
2013, 19th Annual,MALE TV MOVIE OR MINISERIES,ED HARRIS,GAME CHANGE,False,
2013, 19th Annual,MALE TV MOVIE OR MINISERIES,WOODY HARRELSON,GAME CHANGE,False,
2013, 19th Annual,MALE TV MOVIE OR MINISERIES,BILL PAXTON,HATFIELDS & MCCOYS,False,
2013, 19th Annual,MALE TV MOVIE OR MINISERIES,KEVIN COSTNER,HATFIELDS & MCCOYS,True,
2013, 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,LES MIS??RABLES,False,
2013, 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,SKYFALL,True,
2013, 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE AMAZING SPIDER-MAN,False,
2013, 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE BOURNE LEGACY,False,
2013, 19th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE DARK KNIGHT RISES,False,
2013, 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,BOARDWALK EMPIRE,False,
2013, 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,BREAKING BAD,False,
2013, 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,GAME OF THRONES,True,
2013, 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,SONES OF ANARCHY,False,
2013, 19th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,THE WALKING DEAD,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,CHRIS O'DOWD,BRIDESMAIDS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,ELLIE KEMPER,BRIDESMAIDS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,JILL CLAYBURGH,BRIDESMAIDS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,KRISTEN WIIG,BRIDESMAIDS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,MATT LUCAS,BRIDESMAIDS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,MAYA RUDOLPH,BRIDESMAIDS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,MELISSA MCCARTHY,BRIDESMAIDS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,ROSE BYRNE,BRIDESMAIDS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,WENDI MCLENDON-COVEY,BRIDESMAIDS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,ADRIEN BRODY,MIDNIGHT IN PARIS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,CARLA BRUNI,MIDNIGHT IN PARIS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,KATHY BATES,MIDNIGHT IN PARIS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,MARION COTILLARD,MIDNIGHT IN PARIS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,MICHAEL SHEEN,MIDNIGHT IN PARIS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,OWEN WILSON,MIDNIGHT IN PARIS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,RACHEL MCADAMS,MIDNIGHT IN PARIS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,B??R??NICE BEJO,THE ARTIST,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,JAMES CROMWELL,THE ARTIST,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,JEAN DUJARDIN,THE ARTIST,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,JOHN GOODMAN,THE ARTIST,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,PENELOPE ANN MILLER,THE ARTIST,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,BEAU BRIDGES,THE DESCENDANTS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,GEORGE CLOONEY,THE DESCENDANTS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,JUDY GREER,THE DESCENDANTS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,MATTHEW LILLARD,THE DESCENDANTS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,ROBERT FORSTER,THE DESCENDANTS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,SHAILENE WOODLEY,THE DESCENDANTS,False,
2012, 18th Annual,CAST IN A MOTION PICTURE,AHNA O'REILLY,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,ALLISON JANNEY,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,BRYCE DALLAS HOWARD,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,CHRIS LOWELL,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,CICELY TYSON,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,EMMA STONE,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,JESSICA CHASTAIN,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,MARY STEENBURGEN,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,MIKE VOGEL,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,OCTAVIA SPENCER,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,SISSY SPACEK,THE HELP,True,
2012, 18th Annual,CAST IN A MOTION PICTURE,VIOLA DAVIS,THE HELP,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,ALEC BALDWIN,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,GRIZZ CHAPMAN,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JACK MCBRAYER,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JANE KRAKOWSKI,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN LUTZ,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JUDAH FRIEDLANDER,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,KATRINA BOWDEN,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,KEITH POWELL,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN BROWN,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,SCOTT ADSIT,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,TINA FEY,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,TRACY MORGAN,30 ROCK,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,AMBER RILEY,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,ASHLEY FINK,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,CHORD OVERSTREET,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,CHRIS COLFER,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,CORY MONTEITH,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,DARREN CRISS,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,DIANNA AGRON,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,DOT MARIE JONES,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,"HARRY SHUM, JR.",GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,HEATHER MORRIS,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,IQBAL THEBA,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JANE LYNCH,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JAYMA MAYS,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA USHKOWITZ,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN MCHALE,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,LAUREN POTTER,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,LEA MICHELE,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,MARK SALLING,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,MATTHEW MORRISON,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,MIKE O'MALLEY,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,NAYA RIVERA,GLEE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,ARIEL WINTER,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,AUBREY ANDERSON-EMMONS,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,ED O'NEILL,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,ERIC STONESTREET,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JESSE TYLER FERGUSON,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JULIE BOWEN,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,NOLAN GOULD,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,RICO RODRIGUEZ,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,SARAH HYLAND,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,SOFIA VERGARA,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,TY BURRELL,MODERN FAMILY,True,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,,THE BIG BANG THEORY,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JIM PARSONS,THE BIG BANG THEORY,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JOHNNY GALECKI,THE BIG BANG THEORY,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,KALEY CUOCO,THE BIG BANG THEORY,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,KUNAL NAYYAR,THE BIG BANG THEORY,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,MAYIM BIALIK,THE BIG BANG THEORY,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,MELISSA RAUCH,THE BIG BANG THEORY,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,SIMON HELBERG,THE BIG BANG THEORY,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,ANGELA KINSEY,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,B.J. NOVAK,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,BRIAN BAUMGARTNER,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,CRAIG ROBINSON,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,CREED BRATTON,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,ED HELMS,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,ELLIE KEMPER,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JAMES SPADER,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA FISCHER,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN KRASINSKI,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,KATE FLANNERY,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,LESLIE DAVID BAKER,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,MINDY KALING,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,OSCAR NU??EZ,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL LIEBERSTEIN,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,PHYLLIS SMITH,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,RAINN WILSON,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,STEVE CARELL,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A COMEDY SERIES,ZACH WOODS,THE OFFICE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ALEKSA PALLADINO,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ANATOL YUSEF,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ANTHONY LACIURA,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,BRADY & CONNOR NOON,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,CHARLIE COX,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,DABNEY COLEMAN,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,DOMINIC CHIANESE,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,GRETCHEN MOL,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,HEATHER LIND,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JACK HUSTON,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JACQUELINE PENNEWILL,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JOSIE & LUCY GALLINA,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,KELLY MACDONALD,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,KEVIN O'ROURKE,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL KENNETH WILLIAMS,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL PITT,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL SHANNON,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL STUHLBARG,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,PAUL SPARKS,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,PETER VAN WAGNER,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT CLOHESSY,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,RORY & DECLAN MCTIGUE,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,SHEA WHIGHAM,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,STEPHEN GRAHAM,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,STEVE BUSCEMI,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT PIAZZA,BOARDWALK EMPIRE,True,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,AARON PAUL,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ANNA GUNN,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,BETSY BRANDT,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,BOB ODENKIRK,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,BRYAN CRANSTON,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,DEAN NORRIS,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,GIANCARLO ESPOSITO,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JONATHAN BANKS,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,RAY CAMPBELL,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,RJ MITTE,BREAKING BAD,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,AIMEE GARCIA,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,BILLY BROWN,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,C.S. LEE,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,COLIN HANKS,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID ZAYAS,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,DESMOND HARRINGTON,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,EDWARD JAMES OLMOS,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES REMAR,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JENNIFER CARPENTER,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JOSH COOKE,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,LAUREN VELEZ,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL C. HALL,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,RYA KIHLSTEDT,DEXTER,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,AIDEN GILLEN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ALFIE ALLEN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,AMRITA ACHARIA,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,CONLETH HILL,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,DAR SALIM,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,DONALD SUMPTER,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ELYES GABEL,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,EMILIA CLARKE,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,IAIN GLEN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,IAN MCELHINNEY,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ISAAC HEMPSTEAD-WRIGHT,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JACK GLEESON,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JASON MOMOA,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JEROME FLYNN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JOSEF ALTIN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JULIAN GLOVER,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,KIT HARRINGTON,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,LENA HEADEY,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,LUKE MCEWAN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MAISIE WILLIAMS,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MARK ADDY,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MARK STANLEY,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MICHELLE FAIRLEY,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,NIKOLAJ COSTER-WALDAU,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,PETER DINKLAGE,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,RICHARD MADDEN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,RON DONACHIE,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,RORY MCCANN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ROXANNE MCKEE,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,SEAN BEAN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,SOPHIE TURNER,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,SUSAN BROWN,GAME OF THRONES,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,,THE GOOD WIFE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ALAN CUMMING,THE GOOD WIFE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,ARCHIE PANJABI,THE GOOD WIFE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTINE BARANSKI,THE GOOD WIFE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTOPHER NOTH,THE GOOD WIFE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,GRAHAM PHILLIPS,THE GOOD WIFE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JOSH CHARLES,THE GOOD WIFE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,JULIANNA MARGULIES,THE GOOD WIFE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MAKENZIE VEGA,THE GOOD WIFE,False,
2012, 18th Annual,ENSEMBLE IN A DRAMA SERIES,MATT CZUCHRY,THE GOOD WIFE,False,
